Date,Ticker,Close,Open,High,Low,Volume
2022-03-15,RELIANCE,2025.21,2044.0600073192807,2064.8904106632976,2002.4982946252633,1955205
2022-03-16,RELIANCE,2000.65,2029.243684559973,2034.9120530251892,1994.2438519388054,7666199
2022-03-17,RELIANCE,2012.48,1999.455306374334,2024.023072266493,1978.2348289705164,3123091
2022-03-18,RELIANCE,2036.19,2014.6308443508326,2064.682754786337,2006.6630893700685,1966649
2022-03-21,RELIANCE,2057.34,2035.391250827928,2065.866889560192,2030.2747047111777,5980939
2022-03-22,RELIANCE,2027.72,2057.1743892347044,2069.9501382033263,2009.6194436123321,1934048
2022-03-23,RELIANCE,2013.57,2028.7541815115087,2043.0550246551247,2009.0177290263923,4030555
2022-03-24,RELIANCE,2017.57,2016.5797001072488,2031.9989945508091,1996.983491599126,2864071
2022-03-25,RELIANCE,2039.78,2021.4766891398099,2059.3234466221293,2018.4386074388387,5722340
2022-03-28,RELIANCE,2020.69,2041.9688749765305,2070.9710849553467,1992.9056202903903,2427989
2022-03-29,RELIANCE,2010.08,2020.025328636231,2028.8522292053442,1999.2622916209796,3032709
2022-03-30,RELIANCE,1973.62,2009.4476851325483,2014.8752420485566,1957.6601177313723,6061500
2022-03-31,RELIANCE,1935.34,1975.4955887282472,1982.9325134596875,1916.8131513481073,2200532
2022-04-01,RELIANCE,1958.03,1933.317779845165,1984.3007878729943,1921.443276893342,6193378
2022-04-04,RELIANCE,1995.9,1954.9791865109387,2015.9415332136994,1944.9188622152,1464462
2022-04-05,RELIANCE,1994.58,1994.739361457741,2004.7184341860454,1964.7831404653075,3991620
2022-04-06,RELIANCE,2023.3,1992.8825245918936,2048.4359761826126,1967.6473372248884,5868923
2022-04-07,RELIANCE,2034.26,2021.6514808804745,2060.8257674032316,2011.5081371260792,4000109
2022-04-08,RELIANCE,2016.6,2032.092355614603,2058.2071824022064,2005.1646595503053,4572401
2022-04-11,RELIANCE,2027.5,2012.9063405048826,2055.6112296573583,2009.9366294735435,3444975
2022-04-12,RELIANCE,2071.87,2023.5899576106879,2081.258418434532,2014.7965062625194,4271557
2022-04-13,RELIANCE,2071.56,2075.9119895504896,2099.931509835008,2068.060757945991,6371096
2022-04-14,RELIANCE,2117.66,2070.9615108516873,2133.4313850051653,2060.2661689278143,7162487
2022-04-15,RELIANCE,2040.73,2116.6801726704966,2143.748235835642,2018.6344671723148,7010554
2022-04-18,RELIANCE,2064.93,2042.196446396841,2088.054881555878,2014.5759618780266,3272759
2022-04-19,RELIANCE,2068.17,2062.6028560026766,2092.7197244159825,2054.2401030306046,5603623
2022-04-20,RELIANCE,2060.23,2071.8923848872414,2092.997231278559,2047.9058877078585,3449308
2022-04-21,RELIANCE,2063.6,2062.5897463561973,2070.789588121487,2033.0423318119772,4748294
2022-04-22,RELIANCE,2006.9,2060.2108341774865,2077.9912300968817,1986.9126939202336,1274535
2022-04-25,RELIANCE,2001.43,2006.2383714356913,2035.901360811886,1998.218099965866,4248204
2022-04-26,RELIANCE,2012.14,2004.4651150172165,2040.5583243377012,1988.4406512532287,6140709
2022-04-27,RELIANCE,2054.48,2015.7194523653338,2057.776274074083,1997.6953080989763,3480017
2022-04-28,RELIANCE,2040.29,2054.2121082273306,2061.006224596771,2022.7594089837464,5816129
2022-04-29,RELIANCE,2017.91,2041.215568493171,2047.0211995863795,1993.5424415263617,5131146
2022-05-02,RELIANCE,2004.44,2015.2224178806348,2037.7197941519817,1984.7201196219553,1917472
2022-05-03,RELIANCE,2030.83,2008.378072163896,2056.111791740067,1988.65054875912,3278581
2022-05-04,RELIANCE,2040.89,2028.6502833652821,2049.031434973457,1999.7074694863477,4649279
2022-05-05,RELIANCE,2026.47,2044.5042674020585,2061.027823521296,2017.849288810278,3004517
2022-05-06,RELIANCE,2041.74,2027.6830177791342,2067.8126980057623,2009.0913180000646,6016239
2022-05-09,RELIANCE,2045.23,2042.6198820943039,2068.2576978476313,2035.492197631459,3062362
2022-05-10,RELIANCE,2073.68,2045.333803693545,2091.49565027598,2039.0032338004544,4632403
2022-05-11,RELIANCE,2054.02,2071.445981500651,2090.637654397398,2029.30586039525,4221131
2022-05-12,RELIANCE,2045.32,2051.3623284331998,2068.013334214513,2033.463175138131,3007338
2022-05-13,RELIANCE,2034.81,2043.0332194125415,2053.5868718179613,2017.7419023310042,1588574
2022-05-16,RELIANCE,1993.83,2032.257845760775,2050.365888898747,1988.4909107227797,3434138
2022-05-17,RELIANCE,2002.79,1996.0597756437262,2024.1084863173003,1972.1477170925089,1104927
2022-05-18,RELIANCE,2010.81,2001.589329471226,2037.4060203341887,1990.559340896772,2849916
2022-05-19,RELIANCE,2011.66,2007.2536225298418,2031.5916861120422,1994.223595277782,3582985
2022-05-20,RELIANCE,2005.76,2015.4346999877964,2038.9260052810914,1983.9658544831627,7590828
2022-05-23,RELIANCE,1966.71,2008.8391295064969,2015.3497829294947,1940.970511085077,5217690
2022-05-24,RELIANCE,1955.82,1970.0750587715313,1984.7753739899185,1944.3255610687131,6420706
2022-05-25,RELIANCE,1947.12,1959.6918024707534,1961.907513657529,1938.0471303575007,4649886
2022-05-26,RELIANCE,1925.93,1944.5801396706408,1953.240335301865,1905.5513163824382,6533326
2022-05-27,RELIANCE,1922.26,1925.1306775658609,1946.6352805172028,1910.779602899711,6565839
2022-05-30,RELIANCE,1933.8,1924.2456059692279,1962.5852691748714,1906.0265266582464,5446460
2022-05-31,RELIANCE,1985.55,1935.3162586847698,1990.2924730588952,1925.6104470828166,6044080
2022-06-01,RELIANCE,1983.15,1982.8011720673323,1996.2802783350044,1958.5892144140732,1953122
2022-06-02,RELIANCE,1983.06,1985.6553778473005,2009.8823463283454,1978.0289966837875,5043763
2022-06-03,RELIANCE,1973.76,1980.8741964815456,1988.5134356112146,1952.0954859116787,5663754
2022-06-06,RELIANCE,1913.53,1971.5795290217293,1988.872626271525,1894.6798232961144,5517562
2022-06-07,RELIANCE,1905.84,1913.813006669757,1935.3682790126365,1878.8023955233393,7540180
2022-06-08,RELIANCE,1900.49,1906.548514581675,1924.8967491290207,1874.9496398215224,3298354
2022-06-09,RELIANCE,1959.09,1901.098812148535,1966.2060932827278,1886.3121922730143,1114589
2022-06-10,RELIANCE,1946.67,1955.8887437931103,1967.5759300234463,1924.7627549040847,2193982
2022-06-13,RELIANCE,1947.78,1949.609166949827,1972.9520031889544,1941.3459434373458,1619003
2022-06-14,RELIANCE,1939.72,1945.9537618038137,1962.9987039465498,1911.023214837785,1193839
2022-06-15,RELIANCE,1900.91,1936.8454507324427,1938.9241015279704,1882.4850813528537,7654754
2022-06-16,RELIANCE,1924.38,1903.8659004500153,1946.80647558296,1884.2995615075379,1506453
2022-06-17,RELIANCE,1937.62,1927.8873865206535,1940.51549982583,1899.490736664847,4047589
2022-06-20,RELIANCE,1952.0,1940.4266628550633,1974.331412814479,1914.698851516358,7548894
2022-06-21,RELIANCE,1920.02,1954.416701511452,1961.9113576522197,1902.338530921762,3927053
2022-06-22,RELIANCE,1950.72,1921.2122708306663,1978.8357833879386,1905.6506515931824,3524055
2022-06-23,RELIANCE,1905.32,1951.1168339599785,1963.1184863066537,1887.524418777355,3990193
2022-06-24,RELIANCE,1914.02,1902.1723104535777,1924.6945711322473,1887.778815103102,5640176
2022-06-27,RELIANCE,1965.73,1913.3191104755263,1971.7931619005199,1900.5607991142422,3507743
2022-06-28,RELIANCE,1931.29,1964.7289599941864,1975.0997012887594,1902.5889708710838,2555811
2022-06-29,RELIANCE,1908.93,1929.434059540154,1955.0436513343984,1892.699002418298,6077198
2022-06-30,RELIANCE,1904.63,1910.6359734304942,1939.1974605824098,1901.7520838284042,2656042
2022-07-01,RELIANCE,1891.87,1904.5985792052124,1916.3239231035725,1877.2391323973216,7184377
2022-07-04,RELIANCE,1851.46,1888.6995756179567,1902.4503451097964,1841.2502936911337,4845474
2022-07-05,RELIANCE,1853.89,1849.3877215643279,1874.4848512827455,1829.7215063956992,4924482
2022-07-06,RELIANCE,1826.96,1855.2489663574436,1880.121808603575,1819.3523180352195,7730959
2022-07-07,RELIANCE,1839.72,1823.8624321402176,1856.8342173148615,1816.2403300111462,4232452
2022-07-08,RELIANCE,1816.68,1842.3044895356552,1854.245127746493,1802.6881934539326,5947796
2022-07-11,RELIANCE,1856.74,1816.644731170783,1869.3225806748817,1814.2180453777617,5290697
2022-07-12,RELIANCE,1837.03,1856.5958172863418,1876.53315748063,1812.703503154356,4746328
2022-07-13,RELIANCE,1829.39,1837.7090234906123,1839.6295317630204,1802.3832044414128,5161603
2022-07-14,RELIANCE,1850.86,1831.7658724490152,1868.7656836958324,1824.039877763842,2910332
2022-07-15,RELIANCE,1819.61,1849.7332646021514,1860.7889393212104,1812.8777660228232,7886940
2022-07-18,RELIANCE,1826.05,1820.905679885432,1848.179466514899,1796.6564990549157,4740030
2022-07-19,RELIANCE,1860.1,1826.530119411418,1864.3817064478899,1805.9234982306118,3498578
2022-07-20,RELIANCE,1818.89,1858.3665971413684,1875.5282999721458,1792.0536114548552,4812010
2022-07-21,RELIANCE,1824.23,1821.6447451835263,1838.3379024488372,1801.8003312594103,2478081
2022-07-22,RELIANCE,1831.51,1826.400293885584,1849.8114687353095,1818.7732211176644,2570889
2022-07-25,RELIANCE,1852.19,1832.6708244787808,1855.7238865083157,1818.4702781747858,3399146
2022-07-26,RELIANCE,1820.77,1854.7873758912444,1871.7026157671417,1802.3316781844221,4071640
2022-07-27,RELIANCE,1787.74,1823.4450330491266,1839.6021860448534,1770.2279248990617,2545491
2022-07-28,RELIANCE,1801.43,1789.2299953119702,1817.3712887943775,1762.4254526505463,5832303
2022-07-29,RELIANCE,1809.55,1803.8584236804568,1826.6481254992545,1784.3717152242634,5933842
2022-08-01,RELIANCE,1816.53,1810.9793379338544,1835.550070228137,1800.2047757999087,6253974
2022-08-02,RELIANCE,1825.98,1817.838924464503,1848.384493390919,1815.3643407170653,2922967
2022-08-03,RELIANCE,1809.23,1826.8463280175733,1835.574068230641,1803.546940040057,1950922
2022-08-04,RELIANCE,1815.75,1811.0588901031474,1838.5389185314818,1784.4912529383616,7035053
2022-08-05,RELIANCE,1823.84,1813.2704488797438,1838.3861810095511,1808.8820596203293,2684449
2022-08-08,RELIANCE,1806.23,1826.6185893018292,1830.4157930829003,1798.9414605807333,1465590
2022-08-09,RELIANCE,1854.05,1808.916539740477,1857.4238389051068,1801.5456855244154,6753371
2022-08-10,RELIANCE,1867.0,1850.5588037004409,1877.6033211740773,1834.6660948192755,2433284
2022-08-11,RELIANCE,1836.51,1869.4331994932177,1891.8450072334274,1819.1955198078942,2117374
2022-08-12,RELIANCE,1854.03,1833.7836632012547,1874.2528935681278,1814.05365506129,3999610
2022-08-15,RELIANCE,1829.38,1852.8072216374483,1875.116149881995,1803.6218320550352,3298756
2022-08-16,RELIANCE,1850.18,1831.161876535579,1865.4287520798598,1809.545550938642,7401586
2022-08-17,RELIANCE,1880.84,1847.6693789778826,1894.3120543664043,1826.3333260845238,3788107
2022-08-18,RELIANCE,1859.89,1883.2321803905763,1889.0030353781913,1844.5962714165664,1030257
2022-08-19,RELIANCE,1885.62,1862.3609321449674,1896.1694754808507,1853.9136758279362,5601731
2022-08-22,RELIANCE,1897.18,1885.676325232536,1910.6049600556482,1869.899508019063,1985257
2022-08-23,RELIANCE,1919.68,1893.434100592415,1923.980862619863,1866.5659342271142,2101267
2022-08-24,RELIANCE,1971.33,1918.044725453973,1979.3899154503345,1914.99322603447,3055845
2022-08-25,RELIANCE,1965.25,1972.2520061680063,1990.7421726831815,1961.708895553396,6846936
2022-08-26,RELIANCE,1945.2,1969.0326045454738,1991.281262360597,1937.404909790652,1418829
2022-08-29,RELIANCE,1921.65,1946.2256146910115,1975.3739732922063,1919.4950436685724,3635466
2022-08-30,RELIANCE,1900.38,1919.803706206208,1946.803031957947,1886.3604266984976,4438780
2022-08-31,RELIANCE,1898.99,1901.3986470322259,1920.4048620936246,1896.1011745722628,5115345
2022-09-01,RELIANCE,1908.73,1899.2937273449063,1921.8954131546957,1872.8146679463193,5738202
2022-09-02,RELIANCE,1916.79,1910.8665972043473,1935.7786477525872,1891.9863380255888,2546933
2022-09-05,RELIANCE,1939.66,1913.7766576747886,1962.9342182453568,1891.1086195467058,1325329
2022-09-06,RELIANCE,1940.69,1941.6852215254685,1946.8437096102195,1916.9003683126796,3956151
2022-09-07,RELIANCE,1980.86,1941.0103425462837,1994.208358797253,1915.7213871289532,2227222
2022-09-08,RELIANCE,1974.21,1984.5284893630567,2009.8455797102847,1961.799703294424,6235786
2022-09-09,RELIANCE,2050.09,1972.9612897956608,2063.1565793499976,1964.9481193163763,6761300
2022-09-12,RELIANCE,2068.76,2051.17754726758,2087.3916907175353,2037.0165817537318,4367851
2022-09-13,RELIANCE,2044.66,2072.33504985422,2091.4601555725058,2018.1969428330128,2543812
2022-09-14,RELIANCE,2014.72,2041.4090701617338,2048.7227601811655,2007.3778219446451,7145448
2022-09-15,RELIANCE,2029.04,2018.24357191122,2041.358902807422,2005.9390793291898,7835032
2022-09-16,RELIANCE,2023.4,2030.564910583909,2042.1049318860826,2004.044802856883,1865256
2022-09-19,RELIANCE,2044.33,2019.9022460215738,2047.1240960401467,2008.667194504153,7190261
2022-09-20,RELIANCE,2058.59,2042.7024153952655,2061.3458029252074,2019.4945985685526,1000917
2022-09-21,RELIANCE,2057.21,2060.3041639198573,2086.3541524346474,2036.2937100853092,6045311
2022-09-22,RELIANCE,2033.55,2053.6497973233904,2063.5545325104918,2029.1672967082147,7964878
2022-09-23,RELIANCE,1991.13,2034.2183909571659,2051.0070043075866,1969.3611013092855,5473447
2022-09-26,RELIANCE,1979.38,1989.902532524763,2000.2145219130864,1962.7132952951706,1262091
2022-09-27,RELIANCE,2003.8,1980.3373510302347,2032.1928629990696,1975.3112071538153,6697941
2022-09-28,RELIANCE,2010.51,2000.159031549414,2019.818972173341,1989.9744195839842,1403157
2022-09-29,RELIANCE,1976.15,2013.4979138565495,2027.6229951161433,1948.2286706753955,7876913
2022-09-30,RELIANCE,1981.63,1979.8927409057596,2007.8236282477492,1954.2773689853109,7139996
2022-10-03,RELIANCE,1993.02,1985.3465696974795,2018.5048861220234,1955.7843270067772,7351277
2022-10-04,RELIANCE,1969.05,1995.010244374801,2002.2030939105198,1956.9066817147102,1249265
2022-10-05,RELIANCE,1973.98,1966.136485244517,1998.1356057693872,1948.9670567382825,7729107
2022-10-06,RELIANCE,1976.28,1976.019225534,1990.933358127313,1950.0935527674305,7565792
2022-10-07,RELIANCE,1945.35,1972.5218025250367,1987.8316571493715,1942.258989993569,2384822
2022-10-10,RELIANCE,1955.77,1941.6314522038676,1961.3805557591268,1926.9046361265075,7495290
2022-10-11,RELIANCE,1971.81,1954.3900886332244,1976.0068421917797,1931.692791295021,2807402
2022-10-12,RELIANCE,2002.4,1971.7204261170873,2024.8091593559795,1955.9633237381915,2949902
2022-10-13,RELIANCE,2032.64,2004.5658552536736,2048.8004151541286,1993.5701794143856,2135371
2022-10-14,RELIANCE,1994.15,2034.1302940572218,2048.604981825655,1966.3662041113078,1328821
2022-10-17,RELIANCE,1968.67,1993.718487527685,2016.0742826069625,1946.7111662339846,1659987
2022-10-18,RELIANCE,1983.55,1966.887382436435,2006.791613551113,1959.6050150890273,1243877
2022-10-19,RELIANCE,1998.51,1987.4942852091513,2004.9546238703642,1970.4720091735278,4345026
2022-10-20,RELIANCE,2013.62,1997.9198903773265,2032.8362819168763,1983.2393348333535,2547419
2022-10-21,RELIANCE,2122.94,2013.2284477597227,2129.085820336028,1995.2290258794394,1920759
2022-10-24,RELIANCE,2140.65,2120.083574219843,2165.308685090713,2089.585322268838,2761369
2022-10-25,RELIANCE,2175.43,2143.174336242126,2197.6136693783747,2115.999950639371,7427741
2022-10-26,RELIANCE,2205.25,2177.115368497727,2236.98929150402,2158.03857565641,4248140
2022-10-27,RELIANCE,2226.13,2202.78690875441,2230.505263125321,2176.1961791889257,6786572
2022-10-28,RELIANCE,2217.08,2222.411303668307,2226.4089017729734,2185.375105068051,3213697
2022-10-31,RELIANCE,2241.42,2218.680725570575,2252.5164165414235,2211.6055641697385,2467172
2022-11-01,RELIANCE,2217.95,2242.805298103656,2253.2654719181337,2215.148053580833,7965989
2022-11-02,RELIANCE,2211.37,2215.9384038716225,2225.8163995567743,2202.7545030017823,6951267
2022-11-03,RELIANCE,2197.12,2215.358104622615,2245.6809607445584,2190.4253509804603,2858997
2022-11-04,RELIANCE,2200.41,2194.0533292607583,2210.2978653505515,2168.575279519126,5980249
2022-11-07,RELIANCE,2272.48,2199.8144352782483,2283.404484390859,2196.4020339761973,2418826
2022-11-08,RELIANCE,2213.87,2276.5124332250502,2302.991859864571,2186.765500730456,5480967
2022-11-09,RELIANCE,2235.92,2213.159146860493,2252.234072319448,2209.441077881158,5975467
2022-11-10,RELIANCE,2186.22,2237.158931747604,2263.7228401176008,2183.875213715959,7051751
2022-11-11,RELIANCE,2172.54,2185.3244752988567,2189.509647469899,2161.599347701537,2429290
2022-11-14,RELIANCE,2206.42,2170.5778939828424,2223.687435664028,2167.83431010376,6188757
2022-11-15,RELIANCE,2209.18,2210.6914318480462,2213.9424534507566,2193.6573224631366,7306451
2022-11-16,RELIANCE,2176.62,2208.378810000284,2212.524256906736,2151.8796337053545,3120711
2022-11-17,RELIANCE,2155.58,2180.0512168348478,2209.896389075757,2136.4340142771234,1521244
2022-11-18,RELIANCE,2176.84,2153.2515821974666,2183.2604485112906,2138.8460127897943,7271271
2022-11-21,RELIANCE,2155.35,2174.34189937564,2192.7235456409276,2125.224978826009,2399769
2022-11-22,RELIANCE,2162.63,2151.3077193821805,2177.239297562733,2137.7820297613202,3495389
2022-11-23,RELIANCE,2164.77,2163.9419969062506,2177.4616277733944,2161.2078339363065,7913744
2022-11-24,RELIANCE,2145.78,2163.6315590924114,2193.051900196642,2119.3043086985413,6919359
2022-11-25,RELIANCE,2210.94,2148.907330581364,2213.826443092135,2140.518709000695,5639059
2022-11-28,RELIANCE,2231.33,2210.7030748444026,2254.2972037663585,2205.6418538925227,1488051
2022-11-29,RELIANCE,2168.85,2235.5087761660357,2267.895758918516,2164.971710794234,1825782
2022-11-30,RELIANCE,2175.27,2166.1218080589306,2194.504508622146,2162.7467703375974,1439439
2022-12-01,RELIANCE,2155.88,2178.477419674235,2209.2277492108674,2139.280661682976,6268397
2022-12-02,RELIANCE,2182.36,2158.2652384919866,2186.138997076141,2155.421315506306,4617597
2022-12-05,RELIANCE,2158.91,2184.72499598751,2199.7189962361717,2149.4158541099846,5609770
2022-12-06,RELIANCE,2156.2,2161.887423836055,2171.923357250804,2128.737343311398,2264134
2022-12-07,RELIANCE,2172.2,2158.451279717085,2196.597050201836,2140.4856295527707,7767567
2022-12-08,RELIANCE,2199.29,2173.2967031305907,2231.7034862942355,2162.5533074363184,7775738
2022-12-09,RELIANCE,2163.1,2196.0460021881527,2206.128973643345,2138.1438057200758,6702894
2022-12-12,RELIANCE,2153.73,2159.0552295154303,2180.987872065548,2140.7400199497065,6759919
2022-12-13,RELIANCE,2140.16,2157.3555705411045,2165.4960645532783,2128.0304435373096,2894554
2022-12-14,RELIANCE,2121.33,2141.1586013484985,2160.2462242703464,2094.342007865468,5715700
2022-12-15,RELIANCE,2174.51,2123.846213805866,2190.808071642801,2108.7906808173993,6348566
2022-12-16,RELIANCE,2187.6,2174.3492806743507,2219.556624027427,2165.2230513279296,6855319
2022-12-19,RELIANCE,2149.75,2184.2512935766963,2205.044015626168,2132.518763367706,1947272
2022-12-20,RELIANCE,2178.12,2146.52697262715,2190.955855468376,2114.692783370321,5914082
2022-12-21,RELIANCE,2243.6,2179.7367338536765,2249.427394241644,2147.3165036088503,6730482
2022-12-22,RELIANCE,2276.81,2242.9745372231855,2283.9078540898477,2220.541227350765,4131603
2022-12-23,RELIANCE,2229.18,2274.0826068119945,2283.53013977872,2224.6474461085345,6941028
2022-12-26,RELIANCE,2214.85,2229.1050509268202,2239.166190711457,2188.7180367142705,4785961
2022-12-27,RELIANCE,2254.91,2210.989152657123,2284.0177871698115,2197.4603126563543,7600430
2022-12-28,RELIANCE,2233.36,2255.649352535563,2275.627907354346,2206.803255132003,7343902
2022-12-29,RELIANCE,2248.02,2231.2963164389166,2266.7403253122293,2207.8752465748407,4119734
2022-12-30,RELIANCE,2273.18,2250.6956752376573,2279.105644258179,2243.6568253978903,1711943
2023-01-02,RELIANCE,2244.48,2271.4556743911435,2301.079898686721,2233.7156090192448,6670094
2023-01-03,RELIANCE,2243.39,2244.0779700808444,2269.030771210978,2212.735398986243,3237300
2023-01-04,RELIANCE,2142.38,2239.0074976120977,2243.367644684743,2123.1024969000932,5225389
2023-01-05,RELIANCE,2112.4,2138.7160750538933,2162.048807342004,2081.5766549221394,6560595
2023-01-06,RELIANCE,2105.67,2111.491613554214,2129.670574593681,2088.261293369966,3621158
2023-01-09,RELIANCE,2069.63,2105.5010312243953,2110.015551452078,2057.779456250916,4151478
2023-01-10,RELIANCE,2117.65,2070.458022108017,2133.354934949464,2042.8361176837716,7143243
2023-01-11,RELIANCE,2075.99,2115.885257039215,2132.3590064893756,2053.246261420564,3438064
2023-01-12,RELIANCE,2063.93,2077.609121783119,2084.508536660139,2044.4665472506172,6754640
2023-01-13,RELIANCE,2068.43,2066.9030696769228,2097.8839758547965,2062.5076645971158,5230207
2023-01-16,RELIANCE,2110.89,2070.745408723826,2138.119753166667,2068.479123273275,6446441
2023-01-17,RELIANCE,2069.19,2107.0027439289584,2128.844593279918,2039.4531701507624,2998173
2023-01-18,RELIANCE,2103.61,2069.028660680786,2119.3284639110707,2060.036891636614,6858204
2023-01-19,RELIANCE,2104.65,2100.285708690489,2118.8873628593415,2079.711597479508,5806546
2023-01-20,RELIANCE,2076.47,2102.4783801705403,2123.7420655212045,2056.7319370994387,5706797
2023-01-23,RELIANCE,2090.63,2080.5121611001655,2108.684777207934,2071.274082980028,4573258
2023-01-24,RELIANCE,2097.19,2087.640361827425,2101.1155694889417,2083.168573647636,2490017
2023-01-25,RELIANCE,2080.3,2097.180672986147,2114.3252027571075,2076.7905345720114,4102641
2023-01-26,RELIANCE,2083.06,2081.283197496408,2108.6600796647826,2066.880127111003,1869446
2023-01-27,RELIANCE,2072.55,2084.746986726166,2100.2353190269587,2051.8238704219157,1641593
2023-01-30,RELIANCE,2076.57,2073.044499515843,2080.157050583526,2064.8055722306412,4651361
2023-01-31,RELIANCE,2096.55,2072.498019394501,2121.7251518248604,2048.6933472790533,2467130
2023-02-01,RELIANCE,2154.31,2095.094669823196,2162.537510132907,2080.213288652575,2534227
2023-02-02,RELIANCE,2128.51,2154.4626254818404,2164.4177330284424,2107.2676797759646,3297905
2023-02-03,RELIANCE,2203.46,2125.001078888379,2210.7443940614744,2112.6608470659057,5226405
